date_time_served,bar_name,alcohol_type,brand_name,opening_balance_(ml),purchase_(ml),consumed_(ml),closing_balance_(ml),date,day_of_week,day,month,net_consumption,brand_name_encoded,bar_name_encoded,alcohol_type_encoded
7/9/2023 20:40,Brown's Bar,Wine,Barefoot,2438.02,0.0,346.89,2091.13,2023-07-09 20:40:00,Sunday,9,7,346.8899999999999,2,1,4
7/13/2023 20:22,Brown's Bar,Wine,Barefoot,2091.13,0.0,138.33,1952.8,2023-07-13 20:22:00,Thursday,13,7,138.33000000000015,2,1,4
8/1/2023 22:33,Brown's Bar,Wine,Barefoot,1952.8,0.0,458.24,1494.56,2023-08-01 22:33:00,Tuesday,1,8,458.24,2,1,4
8/4/2023 11:04,Brown's Bar,Wine,Barefoot,1494.56,0.0,497.08,997.48,2023-08-04 11:04:00,Friday,4,8,497.0799999999999,2,1,4
8/5/2023 15:36,Brown's Bar,Wine,Barefoot,997.48,1321.27,339.15,1979.6,2023-08-05 15:36:00,Saturday,5,8,339.1500000000001,2,1,4
8/12/2023 17:17,Brown's Bar,Wine,Barefoot,1979.6,0.0,353.57,1626.03,2023-08-12 17:17:00,Saturday,12,8,353.56999999999994,2,1,4
8/21/2023 12:25,Brown's Bar,Wine,Barefoot,1626.03,0.0,173.6,1452.43,2023-08-21 12:25:00,Monday,21,8,173.5999999999999,2,1,4
8/26/2023 11:31,Brown's Bar,Wine,Barefoot,1452.43,0.0,275.76,1176.67,2023-08-26 11:31:00,Saturday,26,8,275.76,2,1,4
8/29/2023 13:33,Brown's Bar,Wine,Barefoot,1176.67,0.0,471.78,704.89,2023-08-29 13:33:00,Tuesday,29,8,471.7800000000001,2,1,4
8/30/2023 20:04,Brown's Bar,Wine,Barefoot,704.89,1115.92,436.58,1384.23,2023-08-30 20:04:00,Wednesday,30,8,436.58000000000004,2,1,4
9/10/2023 11:27,Brown's Bar,Wine,Barefoot,1384.23,1350.02,408.84,2325.41,2023-09-10 11:27:00,Sunday,10,9,408.84000000000015,2,1,4
9/21/2023 11:25,Brown's Bar,Wine,Barefoot,2325.41,0.0,181.23,2144.18,2023-09-21 11:25:00,Thursday,21,9,181.23000000000002,2,1,4
9/27/2023 17:43,Brown's Bar,Wine,Barefoot,2144.18,1515.25,340.33,3319.1,2023-09-27 17:43:00,Wednesday,27,9,340.3299999999999,2,1,4
10/2/2023 20:12,Brown's Bar,Wine,Barefoot,3319.1,0.0,187.4,3131.7,2023-10-02 20:12:00,Monday,2,10,187.4000000000001,2,1,4
10/7/2023 12:03,Brown's Bar,Wine,Barefoot,3131.7,629.75,428.34,3333.11,2023-10-07 12:03:00,Saturday,7,10,428.3399999999997,2,1,4
10/16/2023 19:10,Brown's Bar,Wine,Barefoot,3333.11,525.48,103.55,3755.04,2023-10-16 19:10:00,Monday,16,10,103.55000000000018,2,1,4
10/19/2023 10:57,Brown's Bar,Wine,Barefoot,3755.04,1018.16,321.74,4451.46,2023-10-19 10:57:00,Thursday,19,10,321.7399999999999,2,1,4
11/8/2023 19:44,Brown's Bar,Wine,Barefoot,4451.46,611.7,167.12,4896.04,2023-11-08 19:44:00,Wednesday,8,11,167.12000000000012,2,1,4
11/11/2023 15:43,Brown's Bar,Wine,Barefoot,4896.04,0.0,505.69,4390.35,2023-11-11 15:43:00,Saturday,11,11,505.6899999999996,2,1,4
11/16/2023 15:26,Brown's Bar,Wine,Barefoot,4390.35,1972.15,549.76,5812.74,2023-11-16 15:26:00,Thursday,16,11,549.7600000000007,2,1,4
11/18/2023 10:40,Brown's Bar,Wine,Barefoot,5812.74,0.0,369.54,5443.2,2023-11-18 10:40:00,Saturday,18,11,369.53999999999996,2,1,4
12/8/2023 13:50,Brown's Bar,Wine,Barefoot,5443.2,0.0,381.27,5061.93,2023-12-08 13:50:00,Friday,8,12,381.2699999999995,2,1,4
12/9/2023 14:08,Brown's Bar,Wine,Barefoot,5061.93,0.0,418.8,4643.13,2023-12-09 14:08:00,Saturday,9,12,418.8000000000002,2,1,4
12/16/2023 21:38,Brown's Bar,Wine,Barefoot,4643.13,0.0,705.05,3938.08,2023-12-16 21:38:00,Saturday,16,12,705.0500000000002,2,1,4
12/19/2023 16:28,Brown's Bar,Wine,Barefoot,3938.08,0.0,100.74,3837.34,2023-12-19 16:28:00,Tuesday,19,12,100.73999999999978,2,1,4
12/22/2023 14:44,Brown's Bar,Wine,Barefoot,3837.34,1550.73,109.2,5278.87,2023-12-22 14:44:00,Friday,22,12,109.20000000000027,2,1,4
12/24/2023 13:03,Brown's Bar,Wine,Barefoot,5278.87,0.0,323.05,4955.82,2023-12-24 13:03:00,Sunday,24,12,323.0500000000002,2,1,4
12/25/2023 20:50,Brown's Bar,Wine,Barefoot,4955.82,1064.77,0.0,6020.59,2023-12-25 20:50:00,Monday,25,12,-4.547473508864641e-13,2,1,4
12/31/2023 12:21,Brown's Bar,Wine,Barefoot,6020.59,1280.12,287.53,7013.18,2023-12-31 12:21:00,Sunday,31,12,287.52999999999975,2,1,4
1/1/2024 17:08,Brown's Bar,Wine,Barefoot,7013.18,1685.08,155.61,8542.65,2024-01-01 17:08:00,Monday,1,1,155.61000000000058,2,1,4
1/6/2023 20:21,Brown's Bar,Beer,Budweiser,2761.23,1741.01,224.12,4278.12,2023-01-06 20:21:00,Friday,6,1,224.12000000000012,3,1,0
1/13/2023 22:04,Brown's Bar,Beer,Budweiser,4280.0,0.0,451.47,3830.0,2023-01-13 22:04:00,Friday,13,1,450.0,3,1,0
1/19/2023 13:53,Brown's Bar,Beer,Budweiser,3826.65,0.0,280.02,3546.63,2023-01-19 13:53:00,Thursday,19,1,280.02,3,1,0
1/22/2023 16:58,Brown's Bar,Beer,Budweiser,3546.63,0.0,318.32,3228.31,2023-01-22 16:58:00,Sunday,22,1,318.32000000000016,3,1,0
1/29/2023 15:59,Brown's Bar,Beer,Budweiser,3228.31,0.0,134.96,3093.35,2023-01-29 15:59:00,Sunday,29,1,134.96000000000004,3,1,0
2/2/2023 22:52,Brown's Bar,Beer,Budweiser,3090.0,672.94,512.16,3250.0,2023-02-02 22:52:00,Thursday,2,2,512.94,3,1,0
2/4/2023 15:17,Brown's Bar,Beer,Budweiser,3254.13,0.0,195.48,3058.65,2023-02-04 15:17:00,Saturday,4,2,195.48000000000002,3,1,0
3/5/2023 14:04,Brown's Bar,Beer,Budweiser,3058.65,0.0,442.77,2615.88,2023-03-05 14:04:00,Sunday,5,3,442.77,3,1,0
3/23/2023 17:49,Brown's Bar,Beer,Budweiser,2615.88,0.0,106.48,2509.4,2023-03-23 17:49:00,Thursday,23,3,106.48000000000002,3,1,0
4/15/2023 13:53,Brown's Bar,Beer,Budweiser,2509.4,1810.05,491.41,3828.04,2023-04-15 13:53:00,Saturday,15,4,491.4100000000001,3,1,0
4/16/2023 18:00,Brown's Bar,Beer,Budweiser,3828.04,0.0,550.96,3277.08,2023-04-16 18:00:00,Sunday,16,4,550.96,3,1,0
5/1/2023 16:20,Brown's Bar,Beer,Budweiser,3277.08,0.0,442.72,2834.36,2023-05-01 16:20:00,Monday,1,5,442.7199999999998,3,1,0
5/6/2023 17:38,Brown's Bar,Beer,Budweiser,2834.36,0.0,199.84,2634.52,2023-05-06 17:38:00,Saturday,6,5,199.84000000000015,3,1,0
5/9/2023 12:18,Brown's Bar,Beer,Budweiser,2634.52,0.0,334.91,2299.61,2023-05-09 12:18:00,Tuesday,9,5,334.90999999999985,3,1,0
5/15/2023 14:29,Brown's Bar,Beer,Budweiser,2299.61,0.0,338.0,1961.61,2023-05-15 14:29:00,Monday,15,5,338.0000000000002,3,1,0
5/18/2023 12:59,Brown's Bar,Beer,Budweiser,1961.61,1194.26,573.58,2582.29,2023-05-18 12:59:00,Thursday,18,5,573.5799999999999,3,1,0
5/19/2023 15:16,Brown's Bar,Beer,Budweiser,2582.29,0.0,582.49,1999.8,2023-05-19 15:16:00,Friday,19,5,582.49,3,1,0
5/22/2023 18:43,Brown's Bar,Beer,Budweiser,1999.8,1423.46,185.53,3237.73,2023-05-22 18:43:00,Monday,22,5,185.52999999999997,3,1,0
5/28/2023 17:57,Brown's Bar,Beer,Budweiser,3237.73,0.0,500.19,2737.54,2023-05-28 17:57:00,Sunday,28,5,500.19000000000005,3,1,0
5/30/2023 16:26,Brown's Bar,Beer,Budweiser,2737.54,0.0,300.1,2437.44,2023-05-30 16:26:00,Tuesday,30,5,300.0999999999999,3,1,0
6/14/2023 16:08,Brown's Bar,Beer,Budweiser,2437.44,889.14,366.2,2960.38,2023-06-14 16:08:00,Wednesday,14,6,366.19999999999993,3,1,0
6/15/2023 14:33,Brown's Bar,Beer,Budweiser,2960.38,579.81,569.78,2970.41,2023-06-15 14:33:00,Thursday,15,6,569.7800000000002,3,1,0
6/25/2023 22:01,Brown's Bar,Beer,Budweiser,2970.41,1642.92,129.26,4484.07,2023-06-25 22:01:00,Sunday,25,6,129.26000000000022,3,1,0
6/29/2023 14:41,Brown's Bar,Beer,Budweiser,4484.07,0.0,114.6,4369.47,2023-06-29 14:41:00,Thursday,29,6,114.59999999999945,3,1,0
7/3/2023 14:27,Brown's Bar,Beer,Budweiser,4369.47,665.59,453.85,4581.21,2023-07-03 14:27:00,Monday,3,7,453.85000000000025,3,1,0
7/6/2023 15:16,Brown's Bar,Beer,Budweiser,4581.21,0.0,526.73,4054.48,2023-07-06 15:16:00,Thursday,6,7,526.73,3,1,0
7/13/2023 18:26,Brown's Bar,Beer,Budweiser,4054.48,0.0,168.03,3886.45,2023-07-13 18:26:00,Thursday,13,7,168.0300000000002,3,1,0
7/17/2023 13:30,Brown's Bar,Beer,Budweiser,3886.45,0.0,568.76,3317.69,2023-07-17 13:30:00,Monday,17,7,568.7599999999998,3,1,0
7/20/2023 12:14,Brown's Bar,Beer,Budweiser,3317.69,0.0,481.14,2836.55,2023-07-20 12:14:00,Thursday,20,7,481.1399999999999,3,1,0
7/29/2023 21:17,Brown's Bar,Beer,Budweiser,2836.55,1424.64,333.88,3927.31,2023-07-29 21:17:00,Saturday,29,7,333.88000000000034,3,1,0
7/30/2023 15:18,Brown's Bar,Beer,Budweiser,3927.31,0.0,269.7,3657.61,2023-07-30 15:18:00,Sunday,30,7,269.6999999999998,3,1,0
8/6/2023 11:31,Brown's Bar,Beer,Budweiser,3657.61,0.0,465.37,3192.24,2023-08-06 11:31:00,Sunday,6,8,465.37000000000035,3,1,0
8/7/2023 18:05,Brown's Bar,Beer,Budweiser,3192.24,0.0,318.71,2873.53,2023-08-07 18:05:00,Monday,7,8,318.7099999999996,3,1,0
8/14/2023 22:17,Brown's Bar,Beer,Budweiser,2873.53,617.92,147.84,3343.61,2023-08-14 22:17:00,Monday,14,8,147.84000000000003,3,1,0
8/25/2023 17:48,Brown's Bar,Beer,Budweiser,3343.61,0.0,287.62,3055.99,2023-08-25 17:48:00,Friday,25,8,287.62000000000035,3,1,0
9/9/2023 18:05,Brown's Bar,Beer,Budweiser,3055.99,0.0,199.31,2856.68,2023-09-09 18:05:00,Saturday,9,9,199.30999999999995,3,1,0
9/25/2023 19:20,Brown's Bar,Beer,Budweiser,2856.68,1273.52,433.49,3696.71,2023-09-25 19:20:00,Monday,25,9,433.4899999999998,3,1,0
9/27/2023 17:44,Brown's Bar,Beer,Budweiser,3696.71,0.0,304.35,3392.36,2023-09-27 17:44:00,Wednesday,27,9,304.3499999999999,3,1,0
10/6/2023 22:21,Brown's Bar,Beer,Budweiser,3392.36,0.0,530.92,2861.44,2023-10-06 22:21:00,Friday,6,10,530.9200000000001,3,1,0
10/8/2023 10:17,Brown's Bar,Beer,Budweiser,2861.44,0.0,310.46,2550.98,2023-10-08 10:17:00,Sunday,8,10,310.46000000000004,3,1,0
11/2/2023 19:25,Brown's Bar,Beer,Budweiser,2550.98,0.0,494.19,2056.79,2023-11-02 19:25:00,Thursday,2,11,494.19000000000005,3,1,0
11/23/2023 12:55,Brown's Bar,Beer,Budweiser,2056.79,0.0,0.0,2056.79,2023-11-23 12:55:00,Thursday,23,11,0.0,3,1,0
11/24/2023 14:40,Brown's Bar,Beer,Budweiser,2056.79,0.0,151.29,1905.5,2023-11-24 14:40:00,Friday,24,11,151.28999999999996,3,1,0
11/25/2023 12:37,Brown's Bar,Beer,Budweiser,1905.5,0.0,135.87,1769.63,2023-11-25 12:37:00,Saturday,25,11,135.8699999999999,3,1,0
11/27/2023 17:12,Brown's Bar,Beer,Budweiser,1769.63,0.0,598.89,1170.74,2023-11-27 17:12:00,Monday,27,11,598.8900000000001,3,1,0
12/1/2023 15:08,Brown's Bar,Beer,Budweiser,1170.74,0.0,544.37,626.37,2023-12-01 15:08:00,Friday,1,12,544.37,3,1,0
12/5/2023 16:59,Brown's Bar,Beer,Budweiser,626.37,0.0,164.59,461.78,2023-12-05 16:59:00,Tuesday,5,12,164.59000000000003,3,1,0
12/19/2023 12:29,Brown's Bar,Beer,Budweiser,461.78,0.0,461.78,0.0,2023-12-19 12:29:00,Tuesday,19,12,461.78,3,1,0
12/20/2023 16:03,Brown's Bar,Beer,Budweiser,0.0,0.0,0.0,0.0,2023-12-20 16:03:00,Wednesday,20,12,0.0,3,1,0
1/1/2023 18:34,Brown's Bar,Rum,Captain Morgan,2330.03,0.0,0.0,2330.03,2023-01-01 18:34:00,Sunday,1,1,0.0,4,1,1
1/7/2023 10:39,Brown's Bar,Rum,Captain Morgan,2330.03,1185.79,360.86,3154.96,2023-01-07 10:39:00,Saturday,7,1,360.8600000000001,4,1,1
1/16/2023 14:43,Brown's Bar,Rum,Captain Morgan,3154.96,0.0,296.27,2858.69,2023-01-16 14:43:00,Monday,16,1,296.27,4,1,1
1/18/2023 20:51,Brown's Bar,Rum,Captain Morgan,2858.69,0.0,141.88,2716.81,2023-01-18 20:51:00,Wednesday,18,1,141.8800000000001,4,1,1
1/21/2023 22:58,Brown's Bar,Rum,Captain Morgan,2720.0,0.0,524.59,2190.0,2023-01-21 22:58:00,Saturday,21,1,530.0,4,1,1
1/29/2023 14:16,Brown's Bar,Rum,Captain Morgan,2192.22,0.0,120.46,2071.76,2023-01-29 14:16:00,Sunday,29,1,120.45999999999958,4,1,1
2/4/2023 13:47,Brown's Bar,Rum,Captain Morgan,2071.76,1443.67,264.42,3251.01,2023-02-04 13:47:00,Saturday,4,2,264.4200000000001,4,1,1
2/14/2023 10:12,Brown's Bar,Rum,Captain Morgan,3251.01,0.0,383.85,2867.16,2023-02-14 10:12:00,Tuesday,14,2,383.85000000000036,4,1,1
2/16/2023 15:29,Brown's Bar,Rum,Captain Morgan,2867.16,0.0,218.56,2648.6,2023-02-16 15:29:00,Thursday,16,2,218.55999999999995,4,1,1
2/17/2023 10:56,Brown's Bar,Rum,Captain Morgan,2650.0,0.0,580.56,2070.0,2023-02-17 10:56:00,Friday,17,2,580.0,4,1,1
2/27/2023 22:02,Brown's Bar,Rum,Captain Morgan,2068.04,0.0,411.12,1656.92,2023-02-27 22:02:00,Monday,27,2,411.1199999999999,4,1,1
3/8/2023 15:25,Brown's Bar,Rum,Captain Morgan,1656.92,0.0,0.0,1656.92,2023-03-08 15:25:00,Wednesday,8,3,0.0,4,1,1
3/29/2023 18:36,Brown's Bar,Rum,Captain Morgan,1656.92,0.0,442.02,1214.9,2023-03-29 18:36:00,Wednesday,29,3,442.02,4,1,1
3/31/2023 10:09,Brown's Bar,Rum,Captain Morgan,1214.9,0.0,0.0,1214.9,2023-03-31 10:09:00,Friday,31,3,0.0,4,1,1
4/5/2023 15:34,Brown's Bar,Rum,Captain Morgan,1214.9,0.0,434.34,780.56,2023-04-05 15:34:00,Wednesday,5,4,434.34000000000015,4,1,1
4/12/2023 10:00,Brown's Bar,Rum,Captain Morgan,780.56,590.72,285.17,1086.11,2023-04-12 10:00:00,Wednesday,12,4,285.1700000000001,4,1,1
4/13/2023 21:50,Brown's Bar,Rum,Captain Morgan,1086.11,0.0,170.23,915.88,2023-04-13 21:50:00,Thursday,13,4,170.2299999999999,4,1,1
4/16/2023 19:29,Brown's Bar,Rum,Captain Morgan,915.88,0.0,439.44,476.44,2023-04-16 19:29:00,Sunday,16,4,439.44,4,1,1
4/18/2023 17:40,Brown's Bar,Rum,Captain Morgan,476.44,0.0,420.25,56.19,2023-04-18 17:40:00,Tuesday,18,4,420.25,4,1,1
4/19/2023 15:54,Brown's Bar,Rum,Captain Morgan,56.19,1171.79,327.9,900.08,2023-04-19 15:54:00,Wednesday,19,4,327.89999999999986,4,1,1
4/22/2023 21:46,Brown's Bar,Rum,Captain Morgan,900.08,0.0,307.72,592.36,2023-04-22 21:46:00,Saturday,22,4,307.72,4,1,1
4/25/2023 17:00,Brown's Bar,Rum,Captain Morgan,592.36,0.0,507.63,84.73,2023-04-25 17:00:00,Tuesday,25,4,507.63,4,1,1
4/27/2023 18:13,Brown's Bar,Rum,Captain Morgan,84.73,0.0,84.73,1.42e-14,2023-04-27 18:13:00,Thursday,27,4,84.72999999999999,4,1,1
4/28/2023 12:48,Brown's Bar,Rum,Captain Morgan,1.42e-14,0.0,0.0,1.42e-14,2023-04-28 12:48:00,Friday,28,4,0.0,4,1,1
4/30/2023 22:38,Brown's Bar,Rum,Captain Morgan,1.42e-14,0.0,0.0,1.42e-14,2023-04-30 22:38:00,Sunday,30,4,0.0,4,1,1
5/6/2023 15:56,Brown's Bar,Rum,Captain Morgan,1.42e-14,0.0,0.0,1.42e-14,2023-05-06 15:56:00,Saturday,6,5,0.0,4,1,1
5/7/2023 22:04,Brown's Bar,Rum,Captain Morgan,1.42e-14,1979.37,568.76,1410.61,2023-05-07 22:04:00,Sunday,7,5,568.76,4,1,1
5/8/2023 19:22,Brown's Bar,Rum,Captain Morgan,1410.61,1316.28,587.16,2139.73,2023-05-08 19:22:00,Monday,8,5,587.1599999999999,4,1,1
5/13/2023 15:08,Brown's Bar,Rum,Captain Morgan,2139.73,0.0,220.21,1919.52,2023-05-13 15:08:00,Saturday,13,5,220.21000000000004,4,1,1
5/14/2023 22:44,Brown's Bar,Rum,Captain Morgan,1919.52,0.0,155.71,1763.81,2023-05-14 22:44:00,Sunday,14,5,155.71000000000004,4,1,1
5/18/2023 13:04,Brown's Bar,Rum,Captain Morgan,1763.81,673.65,209.27,2228.19,2023-05-18 13:04:00,Thursday,18,5,209.26999999999987,4,1,1
5/23/2023 16:59,Brown's Bar,Rum,Captain Morgan,2228.19,0.0,331.69,1896.5,2023-05-23 16:59:00,Tuesday,23,5,331.69000000000005,4,1,1
5/26/2023 16:16,Brown's Bar,Rum,Captain Morgan,1896.5,0.0,457.11,1439.39,2023-05-26 16:16:00,Friday,26,5,457.1099999999999,4,1,1
5/31/2023 19:00,Brown's Bar,Rum,Captain Morgan,1439.39,0.0,518.9,920.49,2023-05-31 19:00:00,Wednesday,31,5,518.9000000000001,4,1,1
6/4/2023 16:48,Brown's Bar,Rum,Captain Morgan,920.49,0.0,376.35,544.14,2023-06-04 16:48:00,Sunday,4,6,376.35,4,1,1
6/15/2023 21:43,Brown's Bar,Rum,Captain Morgan,544.14,0.0,243.68,300.46,2023-06-15 21:43:00,Thursday,15,6,243.68,4,1,1
6/16/2023 22:31,Brown's Bar,Rum,Captain Morgan,300.46,0.0,300.46,0.0,2023-06-16 22:31:00,Friday,16,6,300.46,4,1,1
6/17/2023 22:16,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-06-17 22:16:00,Saturday,17,6,0.0,4,1,1
6/18/2023 22:37,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-06-18 22:37:00,Sunday,18,6,0.0,4,1,1
6/30/2023 16:34,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-06-30 16:34:00,Friday,30,6,0.0,4,1,1
7/1/2023 22:14,Brown's Bar,Rum,Captain Morgan,0.0,1477.88,185.13,1292.75,2023-07-01 22:14:00,Saturday,1,7,185.1300000000001,4,1,1
7/8/2023 18:22,Brown's Bar,Rum,Captain Morgan,1292.75,0.0,215.27,1077.48,2023-07-08 18:22:00,Saturday,8,7,215.26999999999998,4,1,1
7/10/2023 10:53,Brown's Bar,Rum,Captain Morgan,1077.48,0.0,159.11,918.37,2023-07-10 10:53:00,Monday,10,7,159.11,4,1,1
7/25/2023 12:27,Brown's Bar,Rum,Captain Morgan,918.37,0.0,396.82,521.55,2023-07-25 12:27:00,Tuesday,25,7,396.82000000000005,4,1,1
7/26/2023 21:02,Brown's Bar,Rum,Captain Morgan,521.55,0.0,137.71,383.84,2023-07-26 21:02:00,Wednesday,26,7,137.70999999999998,4,1,1
7/27/2023 21:19,Brown's Bar,Rum,Captain Morgan,383.84,0.0,383.84,0.0,2023-07-27 21:19:00,Thursday,27,7,383.84,4,1,1
7/30/2023 17:39,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-07-30 17:39:00,Sunday,30,7,0.0,4,1,1
8/5/2023 22:28,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-08-05 22:28:00,Saturday,5,8,0.0,4,1,1
8/17/2023 14:14,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-08-17 14:14:00,Thursday,17,8,0.0,4,1,1
8/20/2023 19:26,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-08-20 19:26:00,Sunday,20,8,0.0,4,1,1
8/25/2023 22:59,Brown's Bar,Rum,Captain Morgan,0.0,1395.86,250.6,1145.26,2023-08-25 22:59:00,Friday,25,8,250.5999999999999,4,1,1
9/1/2023 13:14,Brown's Bar,Rum,Captain Morgan,1145.26,0.0,528.77,616.49,2023-09-01 13:14:00,Friday,1,9,528.77,4,1,1
9/6/2023 12:13,Brown's Bar,Rum,Captain Morgan,616.49,1847.37,380.49,2083.37,2023-09-06 12:13:00,Wednesday,6,9,380.49,4,1,1
9/16/2023 18:16,Brown's Bar,Rum,Captain Morgan,2083.37,0.0,389.69,1693.68,2023-09-16 18:16:00,Saturday,16,9,389.6899999999998,4,1,1
9/18/2023 18:38,Brown's Bar,Rum,Captain Morgan,1693.68,0.0,522.58,1171.1,2023-09-18 18:38:00,Monday,18,9,522.5800000000002,4,1,1
9/30/2023 18:02,Brown's Bar,Rum,Captain Morgan,1171.1,0.0,189.27,981.83,2023-09-30 18:02:00,Saturday,30,9,189.26999999999987,4,1,1
10/6/2023 12:58,Brown's Bar,Rum,Captain Morgan,981.83,0.0,330.01,651.82,2023-10-06 12:58:00,Friday,6,10,330.01,4,1,1
10/12/2023 19:49,Brown's Bar,Rum,Captain Morgan,651.82,0.0,113.5,538.32,2023-10-12 19:49:00,Thursday,12,10,113.5,4,1,1
10/13/2023 22:09,Brown's Bar,Rum,Captain Morgan,538.32,856.16,212.18,1182.3,2023-10-13 22:09:00,Friday,13,10,212.18000000000006,4,1,1
10/14/2023 13:09,Brown's Bar,Rum,Captain Morgan,1182.3,0.0,360.14,822.16,2023-10-14 13:09:00,Saturday,14,10,360.14,4,1,1
10/19/2023 17:45,Brown's Bar,Rum,Captain Morgan,822.16,0.0,497.82,324.34,2023-10-19 17:45:00,Thursday,19,10,497.82,4,1,1
10/22/2023 10:43,Brown's Bar,Rum,Captain Morgan,324.34,0.0,324.34,0.0,2023-10-22 10:43:00,Sunday,22,10,324.34,4,1,1
10/26/2023 19:00,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-10-26 19:00:00,Thursday,26,10,0.0,4,1,1
10/31/2023 16:09,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-10-31 16:09:00,Tuesday,31,10,0.0,4,1,1
11/6/2023 17:26,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-11-06 17:26:00,Monday,6,11,0.0,4,1,1
11/17/2023 20:07,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-11-17 20:07:00,Friday,17,11,0.0,4,1,1
11/20/2023 10:47,Brown's Bar,Rum,Captain Morgan,0.0,0.0,0.0,0.0,2023-11-20 10:47:00,Monday,20,11,0.0,4,1,1
11/23/2023 16:13,Brown's Bar,Rum,Captain Morgan,0.0,1589.32,0.0,1589.32,2023-11-23 16:13:00,Thursday,23,11,0.0,4,1,1
11/25/2023 16:32,Brown's Bar,Rum,Captain Morgan,1589.32,0.0,145.58,1443.74,2023-11-25 16:32:00,Saturday,25,11,145.57999999999993,4,1,1
11/28/2023 22:56,Brown's Bar,Rum,Captain Morgan,1443.74,1171.98,133.35,2482.37,2023-11-28 22:56:00,Tuesday,28,11,133.35000000000014,4,1,1
12/6/2023 16:17,Brown's Bar,Rum,Captain Morgan,2482.37,0.0,271.42,2210.95,2023-12-06 16:17:00,Wednesday,6,12,271.4200000000001,4,1,1
12/11/2023 15:47,Brown's Bar,Rum,Captain Morgan,2210.95,0.0,228.66,1982.29,2023-12-11 15:47:00,Monday,11,12,228.65999999999985,4,1,1
12/12/2023 21:55,Brown's Bar,Rum,Captain Morgan,1982.29,521.06,316.13,2187.22,2023-12-12 21:55:00,Tuesday,12,12,316.1300000000001,4,1,1
12/18/2023 10:10,Brown's Bar,Rum,Captain Morgan,2187.22,0.0,523.79,1663.43,2023-12-18 10:10:00,Monday,18,12,523.7899999999997,4,1,1
1/7/2023 17:20,Brown's Bar,Beer,Coors,2292.18,0.0,428.46,1863.72,2023-01-07 17:20:00,Saturday,7,1,428.4599999999998,5,1,0
1/9/2023 13:49,Brown's Bar,Beer,Coors,1860.0,0.0,444.47,1420.0,2023-01-09 13:49:00,Monday,9,1,440.0,5,1,0
1/14/2023 22:58,Brown's Bar,Beer,Coors,1419.25,0.0,167.73,1251.52,2023-01-14 22:58:00,Saturday,14,1,167.73000000000002,5,1,0
1/28/2023 15:52,Brown's Bar,Beer,Coors,1251.52,0.0,1024.38,227.14,2023-01-28 15:52:00,Saturday,28,1,1024.38,5,1,0
1/31/2023 15:32,Brown's Bar,Beer,Coors,227.14,0.0,227.14,0.0,2023-01-31 15:32:00,Tuesday,31,1,227.14,5,1,0
2/7/2023 19:19,Brown's Bar,Beer,Coors,0.0,0.0,0.0,0.0,2023-02-07 19:19:00,Tuesday,7,2,0.0,5,1,0
2/19/2023 15:08,Brown's Bar,Beer,Coors,0.0,0.0,0.0,0.0,2023-02-19 15:08:00,Sunday,19,2,0.0,5,1,0
2/22/2023 16:36,Brown's Bar,Beer,Coors,0.0,0.0,0.0,0.0,2023-02-22 16:36:00,Wednesday,22,2,0.0,5,1,0
3/4/2023 11:00,Brown's Bar,Beer,Coors,0.0,0.0,0.0,0.0,2023-03-04 11:00:00,Saturday,4,3,0.0,5,1,0
3/13/2023 12:03,Brown's Bar,Beer,Coors,0.0,0.0,0.0,0.0,2023-03-13 12:03:00,Monday,13,3,0.0,5,1,0
3/16/2023 10:44,Brown's Bar,Beer,Coors,0.0,1420.75,229.25,1190.0,2023-03-16 10:44:00,Thursday,16,3,230.75,5,1,0
3/22/2023 14:54,Brown's Bar,Beer,Coors,1191.5,669.73,276.95,1584.28,2023-03-22 14:54:00,Wednesday,22,3,276.95000000000005,5,1,0
3/25/2023 18:18,Brown's Bar,Beer,Coors,1584.28,0.0,390.86,1193.42,2023-03-25 18:18:00,Saturday,25,3,390.8599999999999,5,1,0
3/31/2023 20:49,Brown's Bar,Beer,Coors,1193.42,1419.03,0.0,2612.45,2023-03-31 20:49:00,Friday,31,3,2.2737367544323206e-13,5,1,0
4/23/2023 18:20,Brown's Bar,Beer,Coors,2612.45,0.0,424.48,2187.97,2023-04-23 18:20:00,Sunday,23,4,424.48,5,1,0
4/29/2023 20:19,Brown's Bar,Beer,Coors,2187.97,0.0,156.62,2031.35,2023-04-29 20:19:00,Saturday,29,4,156.6199999999999,5,1,0
